job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
13662,Direct Support Professional- Van Wert,"US, OH, Van Wert",,,"MRSI is a nonprofit organization established in 1977 by a group of parents and professionals as a local alternative to the institutionalization of people with intellectual or emotional disabilities. We provide an array of services from group homes, respite care, affordable housing, homemaker/personal care services, vocational, recreational, and social activities.","Professionals needed for rewarding, mission-driven work.  Every person needs the support of others, but we look for very special people to support individuals with disabilities.  As a Direct Support Professional (DSP) you will be one of those special people.  DSPs are the link to the community for those they serve.  For some, they’re the eye of those unable to see, or the voice for those who can’t speak.  For others, they are friend, cheerleader and subtle support on the path to one’s true potential.  The DSP is one of the most exemplary reflections of the wonderful mission-driven work we do every day.  Those who carry out this rewarding support play integral and crucial role in the success of our organization.  Whether you’re experienced or this sounds like the type of career you’d like to pursue… we want to hear from you!   Part-time openings on 2nd shift including weekends.  Must have a high school diploma or GED, acceptable criminal background check, valid driver’s license &amp; proof of auto #URL_943bcd5404ebee356d3584ffd44d197358dc7693a83da943dcd9c9cfe38b1025# pay is 9.25 and up, depending on experience. We offer excellent benefits. For a job preview click: #URL_6403acb3bbbfc8db99507a756cd43802c329294afc5fffa9fae703ad0c7efaba# Apply on-line or at 500 Augustine Drive, Van Wert.","High School graduate or GED; Sincere desire and ability to serve the needs of individuals with mental and physical handicaps; Ability to express ideas and adapt to change; Must not have a criminal record that includes felonies or misdemeanors against persons that are in conflict with the requirements of the position or agency policy; Ability to effectively communicate in written and oral form; Acceptable physical examination and evidence of no active TB by results of a Mantoux II Step test or chest x-ray; Valid driver’s license and acceptable driving record, reliable vehicle and active auto insurance.","MRSI's employee benefits are among the best in the human services industry for full-time employees in this area. MRSI offers competitive salary and benefits package, including life and dental insurance, short term disability, paid vacations and sick time, a 401(k) retirement plan, and incentive bonuses.",0,1,1,Part-time,Entry level,High School or equivalent,Individual & Family Services,Health Care Provider,0
2581,Data Scientist,"DE, , Berlin",,,We are on a mission: Making cities smarter.Cities are complex. And your smartphone should save you from the everyday challenges of living in them.How do we contribute? We are reinventing the best public transport app. (#1 Winner of the Mobile Tech Award)We're based in Berlin. Close to Hackescher Markt. We have a rooftop terrace &amp; a plunge pool. We love it.We are hiring now!,"We have great data. Now let's start to take a closer look at it! We're digging up patterns in urban data to tell people the answers they need to know about their commute before they know the questions. We can really improve &amp; change the way people cummute in their city!What can you see that others cannot see?Or couldn't see before?What's their behaviour? Which clusters &amp; patterns can we find?What predictions &amp; forecasts can we make?You can do magic with machine learning, algorithms, statistics and advanced math.Previous experience with public transport or geographical data is a big plus!",,,0,1,1,Full-time,,,,,0
12178,Field Service Representative,"US, OR, Portland",Field Ops,,"Urban Robotics Inc. provides cutting edge software and hardware solutions for Intelligence, Surveillance and Reconnaissance (ISR), Remote Sensing and Geospatial applications. Products include aerial EO and NearIR digital sensor systems, high performance aerial and ground computer clusters, and automated algorithms and services for generating fast turn-around 3D orthorectified maps.","OverviewUrban Robotics provides cutting-edge technology for the Department of Defense. We specialize in small teams of highly skilled, versatile engineers. Our field engineers are known for being best-of-breed, and enjoy the privileges associated with working for a small high-tech company.We are in need of versatile Field Service Representative (FSR), ready to deploy to field locations in areas such as Iraq and Afghanistan on major U.S. bases. Time spent deployed OCONUS can range from a minimum of 6 months per year to 12 months per year, if desired. Flexible off-time is offered; when not working OCONUS, an FSR can choose to either take unpaid leave, or work in our Portland OfficeEssential Duties and ResponsibilitiesIncluding but not limited to:Perform the operations, troubleshooting, and maintenance on ground stations and sensor system equipment, airborne and ground-based.Assist and/or provide insight into R&amp;D system improvement efforts.Ensure all aircraft and ground station equipment checklists are current and used.Ensure all aircraft and ground station equipment Standard Operating Procedures (SOPs) are current.Complete all required pre- and post-flight aircraft preparations.Complete all required pre- and post-flight mission planning, briefing and reporting requirements.Perform scheduled sensor maintenance.Maintain, configure and troubleshoot/debug software Install and verify new softwareTroubleshoot and diagnose ground and in-flight discrepanciesIMO administration of SIPR/NIPR/CENTRIX networks","Required QualificationsSecret DoD Security ClearanceAbility to work independently and in a small team environmentWillingness to travel 6 months or more out of every year (CONUS and OCONUS)High School Diploma or equivalentMust be a United States citizen per ITAR regulations and be able to pass a background checkAbility to pass pre-deployment medical screeningAbility to work with minimal supervision in a fast paced environmentFamiliar with Network AdministrationFamiliar with Windows and Linux/UNIX based server systemsFamiliar with MS Windows Server 2008/WindowsPreferred QualificationsPrevious OCONUS deployment experienceTS/SCI eligibleSolid background in ISR Systems and OperationsBachelor’s degree in Computer Science, Engineering, Optics or Business ",Compensation is based on experience and education (Please submit salary requests with resume and cover letter).Medical/Dental Insurance (w/Vision and Prescription)401k with Automatic Company Contributions of 3%Fun and Fast Paced EnvironmentVersatile Job TasksCutting Edge TechnologySmall and Agile CompanyOpen Doors that are Really OpenMystery and Intrigue,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Defense & Space,Information Technology,0
8717,Smart Grid Operation and Control,"US, MA, Cambridge",DA,,"MERL's internship program gives students excellent opportunities to work in an industrial research lab environment side-by-side with world-class researchers.A primary intent of the program is to provide interns with experience that could help them enhance and accelerate their professional career, while also contributing to new or ongoing initiatives at MERL. Interns will be exposed to relevant industrial problems ranging from speculative and exploratory research to more practical engineering tasks. We hope that all interns have a chance to become familiar with our organization and the open research culture at MERL, produce publishable work, and develop an appreciation for how breakthrough research makes an impact on future products.MERL considers graduate students from all over the world. As many of our projects benefit from specialized knowledge in a given field, graduate students pursuing a Ph.D. typically fill the majority of internship openings.The duration of a typical internship varies from 3 months to 1 year, with the majority of interns being employed during the summer months. As the summer is a very busy time, we encourage applications for non-summer internships and also prefer early applications for summer internships. Hiring decisions for the summer are typically made around February/March to allow enough time for any necessary paperwork (such as visa applications or other work eligibility forms) to be completed.","MERL is looking for a qualified individual to join in our summer internship program and conduct research on smart grid operation and control. The ideal candidate would be a senior Ph.D. student, or Ph.D. degree holder with a solid background in power systems dynamics, stability, and estimation. Familiarity with energy storage systems is highly preferred. The applicant should have experience with programming in C/C++ or Matlab. The duration of the internship is expected to be 3-6 months.Research Area: Data AnalyticsContact: Hongbo Sun",,,0,1,1,,,,,,0
8756,Service Ambassadors,"MU, QB, Ebene",SECNEC,,Hiring made easy for Digital Jobs,We are currently recruiting for our ON-CALL program for Service Agents.You will join a team of young talents where you will benefit from:Formal Training in Customer Service and Technology ProcessPaid program when called to replace existing team members.You will more importantly be first in line when we request for full-time Service Agent position,You will need to haveGreat customer service attitudeTeam playerSchool Certificate and aboveClean Morality CerticiateExcellent IT Skills,"You will be remunerated as follows:Rs. 8,500 per monthRefund of Bus transport",0,1,1,Contract,Entry level,High School or equivalent,Information Technology and Services,Customer Service,0
14970,Sales Executive ,"US, OR, Portland",Sales,42000-80000,"Dice is a highly specialized online marketing and software development firm headquartered in Portland, Oregon—the heart of the Pacific Northwest. We are dedicated to helping our national clients effectively grow their sales thru the use of our proprietary services and the application of technology based solutions.Dice was created on the tenet of providing value and innovation—a principle that continues to drive the success and growth of our organization to this day. Our expert developers and cross-functional teams work tirelessly to ensure that you successfully reach your target markets.At Dice, we are committed to your success.","Dice is a highly specialized online marketing and software development firm headquartered in Portland, OR. For the past 4, years we worked diligently developing and providing best software and services for Automotive Dealerships. Dice was created on the tenet of providing value and innovation - a principle that continues to drive the success and growth of our organization to this day.We are currently seeking Sales Executives for Portland Metro area. You will be representing and selling our software as a service to Automotive Dealerships. Our package is at least 40% better and 50% more affordable than competitors. The challenge is getting in front of a decision maker at a particular Dealership. Selling our service is a breeze; not only will Dice software increase the sales performance, but also decrease the overhead by almost 25%!   Duties:Prospecting for new clientsCalling and emailing to generate leadsSetting up appointmentsConducting Sales Presentations over the web or in personMeeting with customers Follow-up to ensure customer satisfactionAll training will be provided with necessary tools to swiftly close accounts. Potential candidates will have an opportunity to apply for a Regional Sales Director position and manage own sales team.","The right candidate must be smart, honest, tech-savvy, and goal driven. We won't be asking for your diploma or resume, we are interested in your character, skills and life goals. Tell us your story! We try to build on Biblical principles. The right candidate must under-promise and overachieve and be able to fulfill all commitments, verbal just as written. Be always on time and notify ahead when running late. Try to be perfect in all things.Recommended:Great verbal communicationFluent on computersGood technical terminologyProfessionally presentableAbility to multi-task, work independently Organized and PersistentMust have a cell phone and reliable source of transportation.","Commission $100 - $400 per account. We pay commission the same business day!After 30-90 days with good track record:$42,000 Salary plus Commission Health, Dental, and Vision benefitsiPad with dataExpensed phone and travel.You can test your skills and see how you do while still working at your current job!",1,1,1,Contract,Not Applicable,Unspecified,Computer Software,Sales,0
9064,Sales Account Manager - Oil and Gas,"US, TX, College Station",,,"Valor Services provides Workforce Solutions that meet the needs of companies across the Private Sector, with a special focus on the Oil &amp; Gas Industry. Valor Services will be involved with you throughout every step of the hiring process and remain in contact with you all the way through the final step of signing of the employment contract with your new employer. Valor Services was founded with the vision of employing the unique skills, experiences, and qualities of America’s finest veterans to provide Private Sector companies with precise and concerted value-added services – and America’s finest Veterans with an optimized career opportunity.We are eager to get the word out to veterans that there are ample opportunities for employment in the private sector and that you are the ideal candidates to fill those positions. Valor Services Your Success is Our Mission. ™ ","Even on an ordinary day, you're part of an extraordinary team of recognized cementing, stimulation, and production chemical leaders in the world.With operations in all major U.S. basins, including Eagle Ford, Permian, DJ, Bakken, Marcellus, Utica, and East Texas, we’re committed to providing cooperative chemical design, development, technical field services, and manufacturing to satisfy our customers’ business requirements while continuously focusing on service quality and safety. We’d love to add an account manager to our fast-growing team. As an account manager, this individual will be involved in all aspects of client management and new-business development. The role will be based out of College Station, TX.Summary:Responsible for all sales activities, from lead generation through close.Develop and implement plans, which will meet both personal and company goals regarding expanding customer base. Work with the sales and support teams to achieve customer satisfaction, revenue generation, and long-term account goals in line with the company’s vision and values.  Duties and responsibilities include, but are not limited to, the following:Operate and grow business.Manage new employees with minimal oversight from management.Understand and communicate the company products and services to potential and existing customers.Sell consultatively and recommend to prospects and clients various solutions for accounts receivable issues.Perform customer reporting and coordinate required analysis.Maintain contact with all clients to ensure high levels of satisfaction.  Receive and resolve customer complaints and problems in a timely manner.Gain access to key decision makers at appropriate levels.Provide prospects and customers with price quotes, and ensure they fully understand the parameters.Develop a database of qualified leads through referrals, telephone canvassing, direct mail, email, and networking.Help implement marketing plans.Research trends and developments in primary industry by using related publications, the Internet, and training sessions to maintain and grow current knowledge base.Understand and support sales policies and procedures to provide proper and effective treatment to all customers. Maintain accurate records of all sales and prospecting activities, including sales calls, presentations, closed sales, and follow-up activities.Participate and contribute to the development of educational programs offered to clients and prospects.Proactively establish and maintain effective team relationships with all support departments.Adhere to all company policies, procedures and business ethics codes.Perform other related duties as assigned.","Extensive production chemical experience.Experience with account management, flow assurance, asset integrity, and microbiology mitigation.Associate’s degree or a minimum of two-years’ related experience.Dynamic presentation skills. Detail and deadline oriented.Proactive follow-up skills.Self-motivated, ability to work independently and with the team, and ability to multi-task. Must have computer skills and be proficient in Microsoft Office.Meet metrics and activity quotas.",,0,1,1,Full-time,Associate,Bachelor's Degree,Oil & Energy,Sales,0
10923,Executive Assistant,"CA, BC, Vancouver",,,"Back to #URL_e25642d9604fc2ff4afed5946b41108218e2ede0a176a370805839fc7cfbc868##URL_e25642d9604fc2ff4afed5946b41108218e2ede0a176a370805839fc7cfbc868# is a new startup incubated and spunoff by the XPRIZE Foundation (#URL_8bf7bc40bb0ce9c51aabef6eabcb7fcebae0b9611b74126fcc5d73c65836fa98#). XPRIZE is the world leader in solving the world’s Grand Challenges by creating and managing large-scale, high-profile, incentivized prizes in five areas: Learning; Exploration; Energy &amp; Environment; Global Development; and Life Sciences. HeroX is platform that let’s anyone launch their own XPRIZE – Making is easy to use inventive prizes to create a breakthrough in a problem they care about.Similar to other crowdsourcing sites like Kickstarter, HeroX allows individuals and organizations to create a prize and tap into the infinite capabilities of the crowd to solve their problem. HeroX will change the way the human race collaborates to solve the World's toughest problems, engaging talent globally and democratizing innovation like never before.HeroX is backed by a world class team of entrepreneurs, investors, advisors and partners, we stand on the shoulders of giants. HeroX is a game changer.","The Executive Assistant will provide personal and administrative support to a busy CEO.  The ideal candidate is energetic, trustworthy, and versatile and able to handle a multitude of personal and business related duties including personal, family tasks, managing schedules and meetings, general office support, and acting as the liaison between various business partners and clients.The CEO lives in Vancouver, but a fantastic virtual assistant working remotely will also be considered.Please watch this video from HeroX's co-founder Peter Diamandis to learn more about the company:#URL_7d67efeec679e806752e2aa5e11d21f06248f97cae3c2e93f9f208a490648993#?v=d8byBB17Clo","Consistent, organized, ownership and management of events:Scheduling meetings with multiple participants, addressing conflicts and optimizing the schedule for max performancePreparation of agendas and meeting materialsPlan, coordinate &amp; manage travel and events, both business &amp; personalManage weekly &amp; monthly systems: company schedule, reports, meetings, etc.Anticipate needs, manage proactively and maintain impeccable organizationDefine &amp; maintain consistent procedures for scheduling, meetings, event planning, travelBe the voice and face of the CEO and the company:Manage incoming communications (phone, email, mail, etc) and ensure timely follow-upActing as the liaison between the CEO and other VIPs, business partners and clientsContact clients, executives to set up meetings, prepare for meetings – via consistent systems of careManage procedures, projects and tasks to completion:Manage several concurrent projects to completion, providing status against clearly documented timelines &amp; outcomesCoordinating with other team members on various initiatives, including following up on requests, commitments and deadlinesConduct researchManaging &amp; scheduling various vendors, including company contractors, trades, online purchases, etc.Leverage your time by effective outsourcing and crowdsourcing projects and tasks, using services like oDesk, fancyhands, fiverr, etc.Report generation and document preparationManage deliveries and ordering (supplies, equipment, books, client welcome packages, etcContract administration: preparing contracts and getting them signed (contractors, clients, NDA and investors agreements)Work directly with the CEO to provide assistance, complete ad-hoc tasks and general administrative duties as requiredRunning personal and household errandsOrganizing procedures and information:Manage finances (expense reports, etc)Filing &amp; organizationAssist in the creation and maintenance of policies and procedures that ensure operations are running efficientlyMaintaining strict confidentialityQualifications and Experience:At least 3+ years of related professional administrative experience (experience as an executive or personal assistant would be an asset)Experience coordinating travel arrangementsExceptional organizational and time-management skillsVery strong written and verbal communication skillsStrong attention to detail and an intrinsic commitment to thoroughness and accuracyThe ability to manage multiple projects and meet deadlines, and be flexible to changing prioritiesThe capacity to anticipate needs/problems and prioritize tasks accordinglyDiscretion and sensitivity to confidential informationThe ability to work effectively and efficiently with minimal supervisionThis role is perfect for you if you are:Independent, confident and professionalCommitted to your career path and dedicated to continuous growth and improvementEnthusiastic about ‘wearing many hats’ and becoming the ‘right arm’ of the companyLooking to join a high-performance, entrepreneurial team with direct mentorship from the CEOComfortable taking a leadership role and making suggestions to improve business processesCalm under fire and able to navigate through situations with diplomacy and tactHonest, trustworthy, reliable and able to maintain discretion at all timesCompensation will be dependent on experience and qualifications.",HeroX is a young startup. We offer a generous equity incentive program. In addition we will be rolling out both a health benefit and a bonus program within the next 12 months.,1,1,1,Full-time,,,Internet,Administrative,0
8718,FRONT END DEVELOPER,"AT, 5, ",Development,,"LOOP is an award winning interactive agency based in Salzburg with satellite offices in Copenhagen, Berlin, Sydney and New York City. We work on remarkable online campaigns in web, social and mobile specializations. Over the last few years our brilliant team has done outstanding work for internationally recognised brands such as Puma, Audi, Clearasil, Durex and many more. OUR SERVICES.We create digital experiences for brands and companies by using creativity and technology. From design to development, from mobile to social, from content production to monitoring and analytics. LOOP offers a broad range of services to help businesses and brands thrive in the digital age. LOOP works together with brands to craft strategies along with a unique and innovative digital approach. We thrive on collaborating with clients who are looking to push the limits and think outside the box.ENGAGING THE #URL_1cc142d21262b78a43aae9217a11ae2d5ebb9f2289a01a905afe6ffe361c4565#'S WHAT WE'RE HERE FOR.The common things expected from a digital agency are nice looking websites, branded social media profiles, some mobile apps and possibly a few microsites. At LOOP we aim for more. It kicks off with a brilliant idea and leads to a unique digital approach to draw in your target group. Contemporary advertising should be something that people really want to be part of. Engaging your audience, that is what we're here for.","LOOP is an award winning interactive agency based in Salzburg with satellite offices in Copenhagen, Berlin, Sydney and New York City. We work on outstanding online campaigns in web, social and mobile specializations. Over the last few years our brilliant team has done remarkable and innovative work for internationally recognised high-profile brands such as Puma, Audi, Clearasil, Durex and numerous others. But enough about us.FRONT END DEVELOPERAs a Front-end Developer you are responsible for breathing life into our designs. Create state-of-the-art website and web application templates for our international clients. Sit on the cutting edge of your field and be unafraid to push forward with new techniques and new technology. Stuffed full of ideas, which you’re thrilled to put into practice, to create or optimize any website, as front-end development is more than just a job it is your passion. Get involved in projects from the ideation stage until final delivery and enjoy sharing your knowledge and experience with your international, interdisciplinary team.With advanced experience in HTML, CSS and in cross browser compatibility, a passion for innovative UX solutions through Javascript and JQuery integration, and design understanding, you'll have a great time at LOOP! Trust us, we know.REQUIREMENTSCreative problem solving skills and a thirst for knowldedgeEnjoy interesting challenges and solving problemsLove to work with international clients and within an international teamExperience with  JS-Frameworks or with BackboneJS, AngularJS and a flexible approach to new technologies like LESS, SASS, minification. Or a thirst for knowldedge to learn these technologiesAdvanced experience with Html/Html5, CSS/CSS3, JavascriptExperience with mobile development and responsive designBasic PHP knowledge is an advantageFamiliar with Subversion or GitStrong team player and willingness to work closely with the agencies’ organizational and design teamGood English language skillsRESPONSIBILITIESSignificant responsible for the technical conception of web projects to achieve exceptional, innovative resultsTechnical quality assurance for each projectAbility to keep track of own projects, timings and needed resources in all situationsEnsure a perfect project workflow and work as a part of teamAbility to flourish in a hands-on culture and know when your team needs supportOur flat hierarchy and exceptional team culture, is key to the personality of our agency. We believe that there is a wide range of talent in our team, so we won´t restrict passionate people from learning skills in new areas for professional growth. In fact, we will encourage you! We promote continual advancement in our staff by giving opportunities to attend tech conferences, meetups, english classes, workshops and further training. Plus we’re really fun people as well!So if you are motivated to join the LOOP Team, we are happy to offer you a full-time position as a Front-End Developer in Salzburg. Your entry level and starting salary will be based on your experience.To be considered for this role, send your application, CV and earliest possible start date to our Team.",,,0,1,0,Full-time,,Bachelor's Degree,Online Media,Production,0
723,Process Improvement Project Engineering Manager,"US, OH, Cincinnati",,,"We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.","(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)EDUCATION: Bachelor’s degree in Industrial Engineering or related discipline; MBA preferred.REQUIRED SKILLS:6+ years of Process Improvement / Industrial Engineering;Must have Lean experience in a distribution center environment, Black Belt preferred;Strong operations knowledge of distribution and related processes;Leadership experience including the ability to manage a team of IE’s and drive value added change;Visit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57# ",,,0,0,0,Full-time,,,,,0
5304,Email / Web Designer,"US, CA, San Diego / Orange County",,,"We're looking for individuals who understand that it takes great ideas and hard work to create something amazing. Let everyone else do it ""the same old way"". We are looking for fresh, innovative, and sometimes nearly impossible. Over the next 5 years we are looking at incredible growth within our company. We want the right individuals to grow with us. If you've ever wanted to join a ""think tank"", this is the place for you. We are constantly striving to puch the norm and create the future. ","Agent Power Up is looking for someone who can design great looking email templates to use in Campaign Monitor. Designs must be top notch and really stand out. We are in a highly competitive market and look to you to deliver what the client needs. APU services the Real Estate industry and offers coaching to agents around the nation. We currently teach how to set up a database that actually gets results and include custom templates for those agents who purchase the product. We are looking for a great designer to take the information that the ""Real Estate Coach"" provides from the client and turn it into templates that the client can then use in their database. At this moment the job is being classified as freelance work on a project by project basis. However, we have so much work at this stage that for the right candidate this will lead to a full time job. ","- HTML5 / CSS3- Understanding of Responsive Layout- Understanding of Campaign Monitor requirements for email design- We understand that not all motivated designers have a large amount of work to present. We want to be fair to all those who wish to apply. With this in mind, if you do not have at least 5 completed works to show, we will allow you to ""tryout"" for the job by giving you the specs of a project and giving you a defined amount of time to complete the work in. We feel this will encourage new designers to step forward. - Though not mandatory, any candidate with knowledge of API will increase their value to our company. ","Payment is ""per project"" and will be discussed with those applicants who qualify. On average our designers make $22 - $30 per hour depending on how quickly the complete a project.  ",0,1,1,Contract,,,Design,Design,0
13975,Human Resources Manager,"US, OH, Cincinnati",,,"We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.","(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)General knowledge of the principles and practices of human resources management.​Familiarity with HR support for multiple locations in different states desired.​Solid understanding of federal, state and local laws and a demonstrated ability to provide proper investigative follow-up to ensure compliance in all areas of employee relations.​We have many more Global Healthcare ​Professionals jobs are available in our website. Please go through our website and search the relevant job and apply directly.Visit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57# ",,,0,0,0,Full-time,,,Human Resources,,0
3240,Senior / Lead Designer,"GB, LND, London",Core ,42000-62000,"Based in Hoxton, London, Forward Partners are a “startup catalyst”, combining investment with practical hands-on expertise and insight.We're investors in very early stage ecommerce companies.  Our team have the experience to enable entrepreneurs to succeed.  We do more than advise and mentor. We help the best entrepreneurs quickly find a great product-market fit with our expertise in customer discovery, coding, design, customer acquisition, testing and analysis as well as offering office space.Companies invested in include: Hailo, Zopa, Wool and the Gang, Thread, Big Health, Stylect, Makers Academy, Blik Book, DriftRock, Top10, SnapTrip, Loyalty Bay and Appear Here","Forward Partners is a new type of investment firm. We work with the best entrepreneurs building tomorrow’s leading online commerce brands, supporting them with investment and hands on help from our in-house team of startup experts. This in-house team is our secret sauce and we’re looking for a Senior Designer to work alongside our experts in customer acquisition, development, product, finance and talent.We believe that great product and great design are what separate the best startups from the rest. Appear Here and Driftrock are good examples of the work we do. Design with UsYou will work with many exciting startups crafting their early designs, take ownership of the Forward Partners brand from a design perspective, and own the Forward Partners vision for Design.You’ll have the freedom to design iteratively, experiment, innovate and work with entrepreneurs to build amazing companies from the ground up. With such early stage work, you are expected to own the entire creative direction of the brands created, including Branding &amp; Identity, Web, Typography, UI, UX &amp; User Testing.","About YouThe successful candidate will:Be a self-starter with passion for innovation in web-based design and the internet. Someone who loves startups!Have a beautiful visual design portfolio coupled with experience of designing elegant user interfaces.Be an awesome, open collaborator working with entrepreneurs, releasing early and working towards perfection. Be fun to be around!Be happy working with multiple companies at once and juggling demands on your time.Have excellent communication skills and a remarkable attention to detail.Take a proactive approach to making things happen.If you’re looking for the chance to craft play a formative design role in multiple exciting startups and become a world leader in ecommerce related design, please drop us a line at #EMAIL_5c3684df96382cb5fe57bae3bfd83f4b5e65e8a3d9574a78f617f107493e7dbe# or call us on +44 (0) 7880 735451.",,0,1,1,Full-time,Mid-Senior level,Unspecified,Internet,Design,0
13489,Senior Technical Writer,"US, CA, San Carlos",,,,"LifeStreet Media is seeking a Senior Technical Writer to create excellent documentation and in-product content experiences for our industry-leading Ad Serving platform. We are seeking someone who has experience in either the enterprise or online advertising space and has strong project and people skills with a can-do mentality and a focus on delivering high-quality documentation. We move at a fast pace and deliver software iteratively using AGILE-derived practices and the latest technologies. ResponsibilitiesAs a Senior Technical Writer, you will work with the engineering and product teams to deliver world-class documentation to our customers.  The applications and technologies span a variety of domains including ad serving, creative development, workflow, and analytics.Work with the management team to create an information design strategy that helps ensure customer successDeliver high-quality documentation in a timely mannerWork closely with product management and engineering to define project scope, priorities, and timelinesPartner with user experience and sales/support to create engaging content experiences and deliver in-context assistance and documentation utilizing the most appropriate medium for the audience","To be successful in this role, we are looking for someone with:BA/BS degreeAt least 4 years of software documentation experience for either online advertising and/or enterprise applicationsStrong technical depth and ability to learn and understand complex applications and workflows with minimal supportProven leadership ability and teamwork skillsFamiliarity with content authoring tools, communities and forums, and source control systemsFlexible, can-do mentality and the ability to deal with changing prioritiesA passion for creating engaging content experiences to reduce friction and help customers succeed the first time","Redefining social and mobile advertising. All in a day's work.LifeStreet Media, headquartered in San Carlos, CA (minutes from Caltrain), is a global leader in social and mobile in-app advertising and has developed breakthrough revenue maximization technology that has the potential to change digital advertising and commerce forever. As the #1 in-app ad provider on Facebook, LifeStreet serves billions of impressions monthly to more than 500 million users across the globe. Poised to capitalize on two of the greatest market opportunities in technology today - the $8 billion social advertising market and the $3.3 billion mobile ad market — LifeStreet has delivered more than 350 million customers and industry-leading monetization levels to publishers and developers alike.Based on our explosive growth, LifeStreet Media was recognized by Inc. Magazine as ""One of America's 500 Fastest Growing Private Companies"" and was in the top 50 in the Bay Area and in the Advertising and Marketing category.We're hiring highly talented, passionate individuals interested in joining a fast-paced, innovative, fun-loving, and high-energy environment. Join us in transforming the multi-billion dollar online advertising industry.",0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Writing/Editing,0
17120,ENTRY LEVEL - LOAN OFFICER,"US, OH, Seven Hills",,,"Proficio Mortgage is a rapidly growing mortgage lender that cares about both our clients, and our team members. Proficio is a wholly-owned subsidiary of Proficio Bank. As a National mortgage lender, our branches are exempt or authorized to lend is 49 states and the District of Columbia. Our goal is to make the loan process as simple and worry-free as possible. We pride ourselves in offering the highest level of customer service to our clients.                                            Here at Proficio we believe in a culture that allows every individual to succeed to the highest level of their abilities. Then, we will train your abilities to go even higher. Proficio has a top-notch training program that quickly ramps your career up faster than any other company out there. This is an opportunity not to just have a job, but to LOVE WHAT YOU DO. We are in need for future leaders because of our rapidly expanding growth. The atmosphere here is electric. We hire people that want to work hard, and enjoy what they do! We believe that it’s important for every one of our team members to have a balanced life. If this sounds like a place you would want to wake up and come to every day for years to come then start your future career today!","Who are we?Proficio Mortgage is a rapidly growing mortgage lender that cares about both our clients and our team members. Proficio is a wholly-owned subsidiary of Proficio Bank. Our goal is to make the loan process as simple and worry-free as possible. We pride ourselves in offering the highest level of customer service to our clients.What makes us special?Here at Proficio we believe in a culture that allows every individual to succeed to the highest level of their abilities. Then, we will train your abilities to go even higher. Proficio has a top-notch training program that quickly ramps your career up faster than any other company out there. This is an opportunity not to just have a job, but to LOVE WHAT YOU DO. We are in need for future leaders because of our rapidly expanding growth. The atmosphere here is electric. We hire people that want to work hard, and enjoy what they do! We believe that it’s important for every one of our team members to have a balanced life. If this sounds like a place you would want to wake up and come to every day for years to come then start your future career today!Job Description – What you will do.Entry Level Loan Officers start in our best in class trainee program. Trainees spend a week in a classroom style environment learning about Proficio, the benefits, the culture, and general mortgage knowledge and sales skills. The following week trainees are assigned to a Refinance, Purchase, or Reverse mortgage team. Trainees are assigned a team leader and a mentor who will guide you over the next 4 to 6 weeks as you achieve milestones and advance to a Jr. Loan Officer. ","ResponsibilitiesUse state-of-the-art technologies to answer/make calls and respond to emailsHandle customer inquiries both over the phone and by emailResearch required information using available resourcesManage, resolve and overcome customer concernsProvide customers with product and service informationEnter new customer and update existing customer information into systemRoute calls to appropriate resource / team / associateRequirementsWe welcome candidates from all backgrounds – NO MORTGAGE EXPERIENCE REQUIREDMotivation to work hard individually and as a teamWillingness to learn and take your position seriouslyGreat written and verbal communication, positive attitude, and take pride in what you do","By joining our team, what will you get?Hourly pay plus training to advance to a junior banking position with a great incentive pay plan that averages more than $45,000 in the first year.Amazing benefits package that includes; medical / dental / vision, and more.An opportunity to grow as a professional through self-discipline training. We are not just hiring trainees. We need future leaders!Proficio Mortgage Ventures is an equal opportunity employer.#URL_536a2a172969d3be5b2fa50c561229135629ee44b9d7d40b2b598a321fdd9397#",0,1,1,Full-time,Entry level,Unspecified,Financial Services,Sales,0
